Unnamed: 0,firstname,count,taux_sm,taux_ab,taux_b,taux_tb,taux_fel,Traditionnel,Moderne,Inventé,Européen,Musulman,Africain,Asiatique
5434,DALIL,13,0.230769230769231,0.461538461538462,0.307692307692308,0.0,0.0,0,0,0,0,1,0,0
5435,DALILA,4,0.0,0.5,0.25,0.25,0.0,0,0,0,0,1,1,0
5436,DALLET,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5437,DALLY,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5438,DALMA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5439,DALON,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5440,DALVA,2,0.0,0.0,0.5,0.0,0.5,0,0,0,1,0,0,0
5441,DALY,2,0.5,0.0,0.0,0.0,0.5,0,0,1,0,0,0,0
5442,DALYA,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,1,0,1,0,0
5443,DAM,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5444,DAMAHERY,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5445,DAMAJ,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5446,DAMAS,2,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5447,DAMASSE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5448,DAMBAS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5449,DAMBO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5450,DAMBREVILLE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5451,DAMIA,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5452,DAMIAN,6,0.166666666666667,0.5,0.0,0.166666666666667,0.166666666666667,0,0,1,0,0,0,0
5453,DAMIANA,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5454,DAMIANU,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
5455,DAMIEN,100,0.14,0.3,0.23,0.22,0.11,1,0,0,0,0,0,0
5456,DAMIENS,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5457,DAMINI,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5458,DAMIR,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5459,DAMJAN,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5460,DAMLA,5,0.0,0.4,0.2,0.2,0.2,0,0,0,0,1,0,0
5461,DAMMY,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5462,DAMON,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5463,DAMOUR,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
5464,DAMYA,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5465,DAMYAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5466,DAMYANN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5467,DAN,20,0.05,0.3,0.25,0.4,0.0,0,0,0,1,0,0,0
5468,DANA,12,0.166666666666667,0.25,0.166666666666667,0.25,0.166666666666667,0,0,1,0,0,0,0
5469,DANAE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5470,DANAEL,3,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0,0,1,0,0,0,0
5471,DANAELLE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5472,DANAÉ,13,0.153846153846154,0.0769230769230769,0.307692307692308,0.153846153846154,0.307692307692308,1,0,0,0,0,0,0
5473,DANAÉE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5474,DANAËL,3,0.0,0.0,0.0,0.333333333333333,0.666666666666667,0,0,1,0,0,0,0
5475,DANAËLLE,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5476,DANCOURT,2,0.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0
5477,DANDIN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5478,DANELA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5479,DANELLA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5480,DANELON,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5481,DANGLARD,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5482,DANH,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5483,DANI,5,0.2,0.0,0.6,0.2,0.0,0,0,0,1,0,0,0
5484,DANIA,7,0.142857142857143,0.285714285714286,0.428571428571429,0.0,0.142857142857143,0,0,1,0,1,0,0
5485,DANIAS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5486,DANIC,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5487,DANIEL,63,0.222222222222222,0.301587301587302,0.126984126984127,0.174603174603175,0.174603174603175,1,0,0,0,0,0,0
5488,DANIEL-LOÏC,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5489,DANIELA,7,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0.0,0,0,0,1,0,0,0
5490,DANIELE,1,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
5491,DANIELLA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5492,DANIELLE,1,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0
5493,DANIELOU,2,0.5,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0
5494,DANIIL,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0
5495,DANIL,2,0.5,0.0,0.5,0.0,0.0,0,0,0,1,0,0,0
5496,DANILO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5497,DANINA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5498,DANIS,3,0.333333333333333,0.666666666666667,0.0,0.0,0.0,0,0,0,1,0,0,0
5499,DANISH,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5500,DANISLAV,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5501,DANJEL,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5502,DANJELA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5503,DANKA,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5504,DANLOUX,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5505,DANN,3,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5506,DANNIEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5507,DANNY,5,0.2,0.6,0.2,0.0,0.0,0,0,0,1,0,0,0
5508,DANNY-LOLIEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5509,DANO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5510,DANOU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5511,DANTAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5512,DANTAS,4,0.0,0.75,0.25,0.0,0.0,0,0,0,0,0,0,0
5513,DANTE,4,0.0,0.25,0.25,0.0,0.5,0,0,0,1,0,0,0
5514,DANTEC,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
5515,DANY,26,0.423076923076923,0.307692307692308,0.153846153846154,0.115384615384615,0.0,0,0,1,0,0,0,0
5516,DANYA,2,0.0,0.0,0.5,0.0,0.5,0,0,0,1,1,0,0
5517,DANYAL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5518,DANYIL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5519,DANZO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5520,DAO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
5521,DAOME,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5522,DAOUADJI,5,0.2,0.2,0.4,0.2,0.0,0,0,0,0,0,0,0
5523,DAOUD,6,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.0,0,0,0,0,1,0,0
5524,DAOUDA,2,0.5,0.5,0.0,0.0,0.0,0,0,0,0,1,1,0
5525,DAOUDI,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
5526,DAP,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5527,DAPHCARRY,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5528,DAPHNE,6,0.0,0.166666666666667,0.0,0.333333333333333,0.5,0,0,0,1,0,0,0
5529,DAPHNEE,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
5530,DAPHNIS,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5531,DAPHNÉ,74,0.121621621621622,0.135135135135135,0.148648648648649,0.256756756756757,0.337837837837838,1,0,0,0,0,0,0
5532,DAPHNÉE,6,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0.166666666666667,0,0,1,0,0,0,0
5533,DAQUIN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5534,DARA,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5535,DARAGH,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5536,DARAR,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5537,DARCHE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5538,DARCHIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5539,DARCOURT,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5540,DAREL,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5541,DARELL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5542,DAREN,3,0.0,0.0,0.666666666666667,0.333333333333333,0.0,0,0,0,1,0,0,0
5543,DARI,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5544,DARIA,10,0.0,0.2,0.3,0.3,0.2,0,0,0,1,0,0,0
5545,DARIA-ISABELLA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5546,DARICK,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5547,DARIK,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5548,DARIN,2,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
5549,DARINA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5550,DARINE,3,0.666666666666667,0.333333333333333,0.0,0.0,0.0,0,0,0,0,1,0,0
5551,DARIO,19,0.210526315789474,0.157894736842105,0.421052631578947,0.105263157894737,0.105263157894737,0,0,0,1,0,0,0
5552,DARIS,4,0.0,0.0,0.25,0.5,0.25,0,0,0,0,1,0,0
5553,DARIUS,6,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0.0,1,0,0,0,0,0,0
5554,DARLA,3,0.333333333333333,0.0,0.0,0.666666666666667,0.0,0,0,0,1,0,0,0
5555,DARLAH,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5556,DARLÈNE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5557,DARMON,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5558,DARNET,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5559,DARRAGON,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5560,DARRAS,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
5561,DARRE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5562,DARREN,9,0.111111111111111,0.555555555555556,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0,1,0,0,0
5563,DARRYL,2,0.0,0.0,0.5,0.5,0.0,0,0,0,1,0,0,0
5564,DARRÉ,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5565,DARWISH,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5566,DARY'L,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5567,DARYA,2,0.0,0.5,0.5,0.0,0.0,0,0,0,1,0,0,0
5568,DARYAN,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5569,DARYANE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5570,DARYL,4,0.25,0.5,0.25,0.0,0.0,0,0,0,1,0,0,0
5571,DARÎNE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5572,DAS,3,0.0,0.666666666666667,0.333333333333333,0.0,0.0,0,0,0,0,0,0,0
5573,DASHA,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5574,DASHIELL,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5575,DASHMILA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5576,DASSINE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0
5577,DASTAN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5578,DATA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5579,DATHY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5580,DATHÉ,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5581,DATTI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5582,DAUBA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5583,DAUBIGNEY,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5584,DAUBIGNY,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5585,DAUBIGNÉ,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5586,DAUDET,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5587,DAUFRESNE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5588,DAULL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5589,DAULY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5590,DAUPHAS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5591,DAUPHINE,2,0.0,0.0,0.5,0.0,0.5,1,0,0,0,0,0,0
5592,DAURINE,3,0.333333333333333,0.666666666666667,0.0,0.0,0.0,0,0,1,0,0,0,0
5593,DAUSSAC,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5594,DAUTEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5595,DAUTREMENT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5596,DAUVEL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5597,DAUXERE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5598,DAUZET,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5599,DAVAL,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5600,DAVE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5601,DAVI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5602,DAVIA,1,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0
5603,DAVID,113,0.221238938053097,0.15929203539823,0.265486725663717,0.256637168141593,0.0973451327433628,1,0,0,0,0,0,0
5604,DAVIDE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
5605,DAVIDOU,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5606,DAVIDSON,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5607,DAVIGNON,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5608,DAVIGOT,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5609,DAVILA,2,0.5,0.5,0.0,0.0,0.0,0,0,1,0,0,0,0
5610,DAVIN,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5611,DAVINA,4,0.0,0.25,0.5,0.0,0.25,0,0,0,1,0,0,0
5612,DAVIS,3,0.333333333333333,0.333333333333333,0.333333333333333,0.0,0.0,0,0,0,1,0,0,0
5613,DAVIT,5,0.4,0.2,0.0,0.4,0.0,0,0,1,0,0,0,0
5614,DAVON,4,0.0,0.25,0.25,0.5,0.0,0,0,1,0,0,0,0
5615,DAVRAINVILLE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5616,DAVUD,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
5617,DAVUT,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5618,DAVY,8,0.375,0.0,0.125,0.5,0.0,0,0,0,1,0,0,0
5619,DAVYD,3,0.0,0.333333333333333,0.333333333333333,0.0,0.333333333333333,0,0,1,0,0,0,0
5620,DAVYDS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5621,DAWAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5622,DAWID,6,0.166666666666667,0.333333333333333,0.166666666666667,0.333333333333333,0.0,0,0,0,1,0,0,0
5623,DAWN,2,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5624,DAWO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5625,DAWOOD,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5626,DAWOUD,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,1,0,0
5627,DAWSON,1,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
5628,DAYA,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,1
5629,DAYAMBA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5630,DAYAN,5,0.0,0.2,0.6,0.2,0.0,0,0,1,0,1,0,0
5631,DAYANA,5,0.6,0.2,0.0,0.2,0.0,0,0,0,1,0,0,0
5632,DAYANI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
5633,DAYANN,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0
5634,DAYANNE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
5635,DAYCEM,2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5636,DAYE-ELISMAR,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5637,DAYMON,5,0.6,0.4,0.0,0.0,0.0,0,0,0,1,0,0,0
5638,DAYNA,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5639,DAYNIS,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5640,DAYRAUT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
5641,DAYRON,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5642,DAYSAM,2,0.0,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0
5643,DAYSSAM,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5644,DAYSSEM,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
5645,DAYTON,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5646,DAYVEN,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5647,DAYVIS,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5648,DAYVON,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5649,DAZIN,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5650,DAZY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5651,DAÏMA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5652,DAÏYAN,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5653,DE,75,0.08,0.0933333333333333,0.253333333333333,0.293333333333333,0.28,0,0,1,0,0,0,0
5654,DEA,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5655,DEA-YANCEE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5656,DEAN,12,0.416666666666667,0.25,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0,0,1,0,0,0
5657,DEAUT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5658,DEAVY,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5659,DEBAISIEUX,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5660,DEBAUD,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5661,DEBBIH,2,0.0,0.5,0.0,0.0,0.5,0,0,0,0,0,0,0
5662,DEBELLIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5663,DEBERT,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5664,DEBIAIS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5665,DEBIZE,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0
5666,DEBLAY,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5667,DEBORA,4,0.25,0.25,0.25,0.25,0.0,0,0,0,1,0,0,0
5668,DEBORAH,5,0.4,0.6,0.0,0.0,0.0,0,0,0,1,0,0,0
5669,DEBRABANT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5670,DEBRIGODE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5671,DEBRIS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5672,DEBUICHE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5673,DEBUTRIE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5674,DEBUYSER,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5675,DECEUNINCK,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5676,DECHAMBENOIT,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5677,DECHEN,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5678,DECLAN,3,0.333333333333333,0.0,0.333333333333333,0.333333333333333,0.0,0,0,0,1,0,0,0
5679,DECLANN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5680,DECONQUAND,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5681,DECOUVELAERE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5682,DECRAEMERE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5683,DECRAMER,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5684,DECRETTE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5685,DECROIX,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5686,DECUGIS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5687,DEDE,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5688,DEDIEU,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5689,DEDISSE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5690,DEECLAN,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5691,DEEGAN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5692,DEEPIKA,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
5693,DEEVENDJY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5694,DEFNE,6,0.0,0.166666666666667,0.5,0.0,0.333333333333333,0,0,0,0,1,0,0
5695,DEFOSSE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5696,DEFOUR,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5697,DEFRANCE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5698,DEFRETIERE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5699,DEGAN,2,0.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0
5700,DEGARDIN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5701,DEGIOANNI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5702,DEGOTEX,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5703,DEGRE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5704,DEGUETTE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
5705,DEHAN,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
5706,DEHEMCHI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5707,DEHEPPE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5708,DEHLIA,2,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
5709,DEHUS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5710,DEIRDRE,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
5711,DEJAN,2,0.0,0.5,0.0,0.5,0.0,0,0,0,1,0,0,0
5712,DEJONGHE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5713,DEJOUE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5714,DEJOUET,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5715,DEKER,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5716,DEKEYSER,2,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0
5717,DEL,7,0.0,0.142857142857143,0.285714285714286,0.142857142857143,0.428571428571429,0,0,1,0,0,0,0
5718,DELABARRE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5719,DELACOTTE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5720,DELACOUR,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5721,DELACROIX,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
5722,DELAFFON,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
5723,DELAGARDE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5724,DELAGE,4,0.25,0.25,0.25,0.25,0.0,0,0,0,1,0,0,0
5725,DELAHAYE,3,0.666666666666667,0.0,0.333333333333333,0.0,0.0,0,0,0,0,0,0,0
5726,DELAIRE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5727,DELALANDE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
5728,DELALLEE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
