Unnamed: 0,firstname,count,taux_sm,taux_ab,taux_b,taux_tb,taux_fel,Traditionnel,Moderne,Inventé,Européen,Musulman,Africain,Asiatique
289,ADITYA,2,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,1
290,ADJA,4,0.5,0.25,0.25,0.0,0.0,0,0,0,0,0,1,0
291,ADJA-FATOU,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
292,ADJI,4,0.5,0.25,0.0,0.0,0.25,0,0,0,0,0,1,0
293,ADJIDA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
294,ADJOBI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
295,ADJOUA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
296,ADLEN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
297,ADLÈNE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
298,ADNAN,8,0.0,0.375,0.5,0.0,0.125,0,0,0,0,1,0,0
299,ADNANE,5,0.2,0.8,0.0,0.0,0.0,0,0,0,0,1,0,0
300,ADO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
301,ADONA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
302,ADONAÏ,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
303,ADONIA,2,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
304,ADONIS,17,0.117647058823529,0.294117647058824,0.411764705882353,0.117647058823529,0.0588235294117647,1,0,0,0,0,0,0
305,ADONNA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
306,ADONYS,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
307,ADORIS,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
308,ADRAOUI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
309,ADRIA,3,0.333333333333333,0.0,0.0,0.0,0.666666666666667,0,0,0,1,1,0,0
310,ADRIAN,27,0.259259259259259,0.222222222222222,0.222222222222222,0.185185185185185,0.111111111111111,0,0,0,1,0,0,0
311,ADRIANA,19,0.0526315789473684,0.315789473684211,0.210526315789474,0.368421052631579,0.0526315789473684,0,0,0,1,0,0,0
312,ADRIANE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0
313,ADRIANN,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
314,ADRIANNA,4,0.25,0.25,0.5,0.0,0.0,0,0,0,1,0,0,0
315,ADRIANO,13,0.230769230769231,0.153846153846154,0.384615384615385,0.230769230769231,0.0,0,0,0,1,0,0,0
316,ADRIEL,2,0.0,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0
317,ADRIEN,387,0.0878552971576227,0.214470284237726,0.263565891472868,0.250645994832041,0.183462532299742,1,0,0,0,0,0,0
318,ADRIJAN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
319,ADRYAN,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
320,ADRYANA,2,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0
321,ADRYEN,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
322,ADSSHAYA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
323,ADUSHNA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
324,ADYSON,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
325,ADYTIA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
326,ADZOU,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
327,ADÈLA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
328,ADÈLE,233,0.0257510729613734,0.107296137339056,0.218884120171674,0.309012875536481,0.339055793991416,1,0,0,0,0,0,0
329,ADÈLE-ANGE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
330,ADÈLIE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
331,ADÉA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
332,ADÉLA,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
333,ADÉLAÏDE,25,0.08,0.28,0.32,0.16,0.16,1,0,0,0,0,0,0
334,ADÉLAÏS,3,0.333333333333333,0.0,0.333333333333333,0.333333333333333,0.0,0,0,1,0,0,0,0
335,ADÉLIA,5,0.2,0.0,0.0,0.2,0.6,1,0,0,0,0,0,0
336,ADÉLIE,19,0.105263157894737,0.157894736842105,0.105263157894737,0.263157894736842,0.368421052631579,0,0,1,0,0,0,0
337,ADÉLIEN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
338,ADÉLISE,2,0.0,0.5,0.5,0.0,0.0,0,0,0,0,0,0,0
339,ADÉNA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
340,AEDAN,5,0.0,0.2,0.2,0.4,0.2,0,0,1,0,1,0,0
341,AEDEN,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
342,AEL,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
343,AELA,3,0.0,0.0,0.333333333333333,0.666666666666667,0.0,0,0,1,0,0,0,0
344,AELIA,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
345,AELIG,2,0.0,0.0,0.0,0.5,0.5,1,0,0,0,0,0,0
346,AELINE,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
347,AELIS,3,0.0,0.0,0.333333333333333,0.666666666666667,0.0,1,0,0,0,0,0,0
348,AELIZ,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
349,AELLE,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
350,AELYN,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
351,AELYS,4,0.0,0.0,0.25,0.75,0.0,0,0,1,0,0,0,0
352,AENAELLE,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
353,AENAËLLE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
354,AERE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
355,AERIS,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
356,AERON,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
357,AFALLAH,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
358,AFERDITA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
359,AFFELDT,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
360,AFFLARD,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
361,AFNANE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
362,AFONSO,6,0.333333333333333,0.0,0.666666666666667,0.0,0.0,0,0,0,1,0,0,0
363,AFRANI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
364,AFREJ,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
365,AFRI,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
366,AFRIKA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
367,AFÉNIE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
368,AGAN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
369,AGAPITO,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
370,AGARD,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
371,AGASSE,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
372,AGATE,7,0.142857142857143,0.571428571428571,0.285714285714286,0.0,0.0,1,0,0,0,0,0,0
373,AGATHA,3,0.0,0.0,0.333333333333333,0.0,0.666666666666667,0,0,0,1,0,0,0
374,AGATHE,411,0.0608272506082725,0.138686131386861,0.27007299270073,0.294403892944039,0.236009732360097,1,0,0,0,0,0,0
375,AGHA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
376,AGHASI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
377,AGHILAS,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0
378,AGHILES,3,0.0,0.0,0.333333333333333,0.0,0.666666666666667,0,0,0,0,1,1,0
379,AGIER,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
380,AGLAHË,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
381,AGLAOR,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
382,AGLAÉ,14,0.0714285714285714,0.285714285714286,0.357142857142857,0.214285714285714,0.0714285714285714,1,0,0,0,0,0,0
383,AGLAÉE,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
384,AGLAË,2,0.0,0.5,0.5,0.0,0.0,0,0,1,0,0,0,0
385,AGLAËE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
386,AGNAN,2,0.0,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0
387,AGNES,3,0.0,0.0,0.0,0.666666666666667,0.333333333333333,1,0,0,0,0,0,0
388,AGNESA,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
389,AGNESE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0
390,AGNÈS,16,0.25,0.1875,0.125,0.125,0.3125,1,0,0,0,0,0,0
391,AGNÉS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
392,AGO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
393,AGOH,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
394,AGORIAN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
395,AGOSTIN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
396,AGUADO,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
397,AGUAYO,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
398,AGUIAR,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
399,AGUIBOU,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
400,AGUILA,2,0.5,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0
401,AGUILAR,1,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0
402,AGUILERA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
403,AGULLANA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
404,AGUSSOL,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
405,AH-HOAN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
406,AH-KING,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
407,AHAMADA,3,0.0,0.333333333333333,0.666666666666667,0.0,0.0,0,0,0,0,1,1,0
408,AHAMED,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
409,AHANA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
410,AHCENE,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
411,AHERY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
412,AHILYA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
413,AHIN,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
414,AHLAKOUS,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
415,AHLAM,3,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
416,AHLAME,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
417,AHLEM,5,0.4,0.2,0.2,0.2,0.0,0,0,0,0,1,0,0
418,AHLONKOBA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
419,AHMAD,12,0.166666666666667,0.333333333333333,0.25,0.0833333333333333,0.166666666666667,0,0,0,0,1,0,0
420,AHMED,67,0.253731343283582,0.343283582089552,0.17910447761194,0.164179104477612,0.0597014925373134,0,0,0,0,1,0,0
421,AHMED-AMINE,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
422,AHMED-IYED,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
423,AHMED-KHALIL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
424,AHMED-MOUNIB,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
425,AHMED-YAMINE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
426,AHMET,9,0.444444444444444,0.222222222222222,0.222222222222222,0.111111111111111,0.0,0,0,0,0,1,0,0
427,AHMET-EMIN,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
428,AHMIDEN,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
429,AHNAF,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
430,AHORIE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
431,AHORRA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
432,AHOUANDJINOU,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
433,AHROUCH,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
434,AHYNA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0
435,AHYNNA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
436,AHÈS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
437,AHÊLI,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
438,AIA,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
439,AICHA,11,0.181818181818182,0.272727272727273,0.181818181818182,0.272727272727273,0.0909090909090909,0,0,0,0,1,0,0
440,AICHA-DOUNIA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
441,AICHETOU,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0
442,AIDA,5,0.0,0.2,0.4,0.4,0.0,0,0,0,0,1,0,0
443,AIDAN,25,0.0,0.24,0.2,0.36,0.2,0,0,1,0,1,0,0
444,AIDANN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
445,AIDEN,3,0.0,0.0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1,0,1,0,0
446,AIDEUN,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
447,AIHEM,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
448,AIKEL,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
449,AIKO,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1
450,AIKY,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
451,AILEEN,7,0.0,0.285714285714286,0.285714285714286,0.428571428571429,0.0,0,0,0,1,0,0,0
452,AILEN,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
453,AILINE,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
454,AILÉAN,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
455,AIMAD,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
456,AIMAN,4,0.0,0.0,0.75,0.25,0.0,0,0,0,0,1,0,0
457,AIMANE,3,0.666666666666667,0.333333333333333,0.0,0.0,0.0,0,0,0,0,1,0,0
458,AIMBÉ,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
459,AIME,2,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
460,AIMELINE,1,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
461,AIMELYNE,2,0.5,0.0,0.5,0.0,0.0,0,0,1,0,0,0,0
462,AIMEN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
463,AIMERIC,6,0.166666666666667,0.166666666666667,0.0,0.5,0.166666666666667,1,0,0,0,0,0,0
464,AIMERIK,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
465,AIMERY,2,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0
466,AIMIE,6,0.0,0.333333333333333,0.5,0.166666666666667,0.0,0,0,1,0,0,0,0
467,AIMIE-ROSE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
468,AIMY,21,0.238095238095238,0.285714285714286,0.285714285714286,0.0952380952380952,0.0952380952380952,0,0,1,0,0,0,0
469,AIMYLÉA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
470,AIMÉ,18,0.111111111111111,0.222222222222222,0.444444444444444,0.166666666666667,0.0555555555555556,1,0,0,0,0,0,0
471,AIMÉE,8,0.0,0.25,0.0,0.5,0.25,1,0,0,0,0,0,0
472,AINA,4,0.0,0.0,0.5,0.5,0.0,0,0,1,0,0,0,0
473,AINAH,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
474,AINARA,2,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0
475,AINES,1,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0
476,AINESA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
477,AINHOA,10,0.0,0.2,0.2,0.5,0.1,0,0,0,1,0,0,0
478,AINOA,2,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
479,AINOHA,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
480,AIRAULT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
481,AIRELLE,1,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0
482,AIRES,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
483,AIROSA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
484,AISCELINE,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
485,AISE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
486,AISHANI,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
487,AISLINN,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
488,AISLYNN,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
489,AISSA,8,0.125,0.25,0.25,0.375,0.0,0,0,0,0,1,1,0
490,AISSATA,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0
491,AISSATOU,3,0.0,0.666666666666667,0.0,0.333333333333333,0.0,0,0,0,0,0,1,0
492,AISSE,2,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0
493,AISSIA,3,0.0,0.666666666666667,0.333333333333333,0.0,0.0,0,0,0,0,1,0,0
494,AIT,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
495,AIYA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
496,AIYANA,5,0.2,0.0,0.4,0.4,0.0,0,0,0,1,0,1,0
497,AIYANAH,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
498,AIYED,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
499,AIZÉA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
500,AJAMIL,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
501,AJAN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
502,AJAY-FRANÇOIS,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
503,AJDA,2,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
504,AJDID,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
505,AJDIN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
506,AJLA,2,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
507,AJLIN,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
508,AJLINA,2,0.5,0.5,0.0,0.0,0.0,0,0,0,0,0,0,0
509,AKAI,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
510,AKAMSE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
511,AKAN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
512,AKANE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
513,AKAPO,2,0.0,0.5,0.0,0.5,0.0,0,0,0,0,0,0,0
514,AKASHA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
515,AKAY,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
516,AKHAN-PAUL,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
517,AKHMAD,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
518,AKHMED,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
519,AKHOUN,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
520,AKIDINE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
521,AKIM,4,0.5,0.5,0.0,0.0,0.0,0,0,0,0,1,0,0
522,AKIMI,2,0.5,0.0,0.0,0.5,0.0,0,0,0,0,0,0,0
523,AKIN,2,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0
524,AKIO,2,0.5,0.0,0.0,0.0,0.5,0,0,1,0,0,0,0
525,AKIRA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1
526,AKIRIDZO,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
527,AKIVA,1,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
528,AKLIN,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
529,AKOUETE,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
530,AKRAM,10,0.4,0.2,0.1,0.0,0.3,0,0,0,0,1,0,0
531,AKRAME,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0
532,AKSARA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
533,AKSEL,21,0.142857142857143,0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143,0,0,1,0,0,0,0
534,AKSHIKA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
535,AKSIL,3,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0
536,AKTHER,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
537,AKU,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
538,AKÉMY,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
539,AL,2,0.5,0.5,0.0,0.0,0.0,0,0,1,0,1,0,0
540,AL-HAD,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
541,AL-MANSOUR,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
542,AL-QASSAM,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
543,ALA,2,0.0,0.0,0.5,0.5,0.0,0,0,0,1,0,0,0
544,ALAA,4,0.25,0.25,0.5,0.0,0.0,0,0,0,0,1,0,0
545,ALADI,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
546,ALADJI,2,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
547,ALADO,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
548,ALAE,6,0.166666666666667,0.333333333333333,0.5,0.0,0.0,0,0,0,0,1,0,0
549,ALAHN,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
550,ALAIA,4,0.0,0.25,0.75,0.0,0.0,0,0,1,0,0,0,0
551,ALAIN,10,0.1,0.6,0.1,0.1,0.1,1,0,0,0,0,0,0
552,ALAIS,1,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0
553,ALAL,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
554,ALAM,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
555,ALAN,81,0.209876543209877,0.296296296296296,0.234567901234568,0.185185185185185,0.0740740740740741,0,0,0,1,0,0,0
556,ALANA,32,0.15625,0.15625,0.21875,0.375,0.09375,0,0,0,1,0,0,0
557,ALANE,2,0.5,0.0,0.0,0.5,0.0,0,0,1,0,0,0,0
558,ALANHA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
559,ALANIS,3,0.0,0.0,0.0,0.666666666666667,0.333333333333333,0,0,1,0,0,0,0
560,ALANN,10,0.2,0.5,0.0,0.3,0.0,0,0,1,0,0,0,0
561,ALANNA,1,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0
562,ALANNAH,4,0.0,0.0,0.75,0.0,0.25,0,0,0,1,0,0,0
563,ALAOUI,9,0.111111111111111,0.222222222222222,0.444444444444444,0.222222222222222,0.0,0,0,1,0,0,0,0
564,ALARA,1,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
565,ALARCON,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
566,ALARIC,2,0.5,0.0,0.5,0.0,0.0,1,0,0,0,0,0,0
567,ALASSANE,4,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,1,0
568,ALASTRINA,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
569,ALATINI,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
570,ALAUX,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
571,ALAYAT,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
572,ALAYNA,1,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0
573,ALAÉ-MARIA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
574,ALAËDDINE,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
575,ALAÏS,25,0.16,0.2,0.2,0.12,0.32,1,0,0,0,0,0,0
576,ALAÏSSE,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
577,ALAŸS,1,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
578,ALBA,3,0.0,0.0,0.0,0.333333333333333,0.666666666666667,0,0,0,1,0,0,0
579,ALBAC,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
580,ALBALHAA,1,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
581,ALBAMIRA,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
582,ALBAN,163,0.0858895705521472,0.165644171779141,0.404907975460123,0.190184049079755,0.153374233128834,1,0,0,0,0,0,0
583,ALBANE,97,0.0103092783505155,0.11340206185567,0.185567010309278,0.319587628865979,0.371134020618557,1,0,0,0,0,0,0
584,ALBANNE,2,0.0,0.5,0.0,0.5,0.0,1,0,0,0,0,0,0
585,ALBERCA,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
586,ALBERT,15,0.2,0.266666666666667,0.133333333333333,0.133333333333333,0.266666666666667,1,0,0,0,0,0,0
587,ALBERT-JOSEPH,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
